user,trd_times,total_count,B_out,C_in,out_count,in_count,cny_trx_amt,Dat_Flg3_Cd,Trx_Cod1_Cd,is_in_first_10days,is_in_middle_10days,is_in_last_10days
UB9D9A8,355,-15774.35,228,127,152158.3,136383.95,4811.0,A,1,76,150,129
UE30551,354,5226.330000000002,322,32,646632.43,651858.7599999999,550000.0,A,1,121,135,98
U68AF52,354,-12832.110000000004,322,32,1276386.77,1263554.66,300000.0,A,1,121,132,101
U8D59FC,354,-2170.2099999999923,317,37,59637.28000000004,57467.07,7600.0,A,1,110,118,126
U64AFD1,354,-908995.8899999992,263,91,7626495.570000001,6717499.679999998,1000000.0,A,1,113,97,144
UE5935B,354,13629.859999999971,336,18,182882.06,196511.92,110000.0,B,1,98,133,123
U6784D0,354,654.9699999999233,219,135,512931.18,513586.15,50000.0,A,3,104,117,133
U8D1356,353,960.7100000000099,340,13,34232.22,35192.93,12297.0,B,1,99,122,132
UEE294D,353,40593.31000000001,330,23,89834.26000000002,130427.57,60000.0,A,1,130,126,97
U4EF536,352,-1398.6800000000567,317,35,473299.33,471900.6499999999,21350.8,A,1,127,103,122
UDADA94,351,-2319.639999999998,329,22,53011.56000000001,50691.91999999999,8276.72,A,1,137,108,106
U47D06A,351,2601.290000000008,343,8,78805.69,81406.98000000001,45333.44,B,1,128,124,99
UA571DD,350,10324.799999999994,321,29,73618.02999999997,83942.83,20003.0,B,1,114,121,115
U2725E5,350,-1869.7400000000025,291,59,25970.360000000004,24100.62,5000.0,A,1,119,132,99
U248286,349,-217492.76999999981,319,30,449085.81,231593.04000000004,65599.0,B,1,127,109,113
U612583,349,303509.71,290,59,437489.7899999999,740999.4999999999,138176.0,B,1,114,117,118
U7D6E3E,349,2986.8600000000097,323,26,33339.929999999986,36326.789999999986,6935.24,B,1,92,140,117
U95F3FF,349,128765.61999999994,288,61,613070.6100000001,741836.2300000002,50820.0,A,1,125,109,115
UA18665,349,-3414.910000000001,334,15,29548.31999999998,26133.41,9916.99,A,1,135,91,123
UA878C6,348,-39469.80000000007,243,105,1057061.91,1017592.11,90000.0,A,1,141,104,103
U23CB51,348,-39295.45000000001,256,92,2253394.05,2214098.6,50000.0,A,1,124,112,112
U59E40E,348,2230.4599999999336,303,45,914752.4199999998,916982.88,90000.0,A,1,124,112,112
UF08451,348,-7037.609999999987,260,88,308807.80999999994,301770.2000000001,10440.0,A,1,109,120,119
UD67C59,347,3881.639999999997,336,11,31153.419999999984,35035.06,14183.29,A,1,83,147,117
UD7A185,347,-385.2700000000186,273,74,870239.6999999998,869854.4300000003,47000.0,A,1,128,94,125
UFC4E5E,347,-5725.460000000017,297,50,302991.48,297266.02,110000.0,B,1,123,138,86
UE2FE74,346,-11049.179999999975,288,58,497721.61,486672.43000000005,50000.0,A,1,113,118,115
UDFDBC3,346,-1142.619999999998,327,19,10722.639999999996,9580.02,3900.0,A,1,78,153,115
U0E3AAE,346,-5034.730000000001,273,73,468138.23,463103.50000000006,24852.94,A,1,73,90,183
UFD9098,346,730.0499999999928,227,119,572585.93,573315.98,38397.11,A,1,152,96,98
UBB9A3E,346,87625.70999999996,279,67,172388.99999999994,260014.71,53500.0,A,1,124,101,121
UF6FBE1,346,-5256.399999999998,332,14,58395.93,53139.53,9900.0,B,1,77,162,107
U2B73F7,345,-1848.3400000000013,297,48,41890.540000000015,40042.2,6468.01,A,1,109,124,112
U8D56B5,345,60893.87,195,150,727647.5700000002,788541.4400000002,42000.0,A,1,96,117,132
UD86834,344,-64129.700000000055,315,29,118305.07000000002,54175.37,13914.76,B,1,128,120,96
U1CF2E8,344,173911.06,306,38,1041958.22,1215869.28,100000.0,B,1,104,97,143
U9BF255,344,141955.27000000005,327,17,100488.13000000008,242443.4,76770.16,A,1,127,90,127
UB875A7,343,28857.24000000003,316,27,116335.73000000008,145192.97,33900.0,A,1,103,117,123
U7F1B85,342,72774.3599999999,323,19,1342791.01,1415565.37,520000.0,B,1,113,121,108
U7DD31F,341,-142.7099999999948,299,42,72444.90999999999,72302.2,11080.0,A,1,105,123,113
U7C5574,341,-14251.990000000005,227,114,247733.17000000013,233481.18,16889.9,A,1,181,78,82
UA6B813,341,462831.47,307,34,225390.89000000004,688222.36,170000.0,B,1,118,99,124
UF90A24,340,-218.39000000000038,321,19,47507.599999999984,47289.21,10000.0,A,1,106,122,112
U317AC9,340,-21588.17,226,114,838545.4800000002,816957.3099999998,31792.7,A,1,133,96,111
U206C2E,339,-14583.870000000019,194,145,621753.27,607169.4,20000.0,A,1,235,96,8
U292452,338,-55008.19000000002,291,47,1445803.15,1390794.96,250000.0,B,1,120,104,114
UF7E7A2,338,13262.519999999993,221,117,536750.6599999999,550013.18,22000.0,A,1,77,118,143
U072A79,338,222045.0,253,85,226688.0,448733.0,13616.0,B,1,89,121,128
U929399,337,-3706.2500000000014,326,11,42783.63999999998,39077.39,13768.8,B,1,107,113,117
U963B99,337,220.68000000001845,222,115,479650.56,479871.23999999993,45000.0,A,1,64,227,46
U10002E,337,1474.8999999999987,319,18,11532.120000000004,13007.02,5000.0,B,1,148,46,143
U983992,336,128554.47000000002,270,66,325616.97,454171.44,100000.0,A,1,68,154,114
U284F09,336,128116.90000000008,328,8,8165.169999999997,136282.06999999998,80000.0,B,1,109,122,105
U17C282,336,-1492.989999999995,278,58,95599.62000000004,94106.63,5000.0,A,1,76,136,124
U4D75B3,336,-45426.80000000005,261,75,1922666.42,1877239.62,79700.0,A,1,128,97,111
U27510E,335,-57602.99999999999,327,8,220308.2,162705.2,90000.0,B,1,90,104,141
U8C56FA,335,2577.580000000004,286,49,184455.74,187033.32,15000.0,A,1,140,90,105
U3E3993,335,5437.289999999989,272,63,189623.88,195061.17,30000.0,A,1,125,115,95
UA05BBD,334,-1155.4499999999996,286,48,35414.959999999985,34259.509999999995,12570.0,A,1,133,86,115
U543D9E,334,250.8199999999661,281,53,149930.16999999993,150180.99,14850.0,A,1,107,124,103
U021599,334,3531.8399999999956,300,34,52945.37999999994,56477.22000000001,9614.84,A,1,107,102,125
UA2ABE3,333,-220.91000000000057,330,3,5122.500000000001,4901.59,3626.7,A,1,100,112,121
U25C18E,333,-10221.039999999986,304,29,98720.46,88499.42,9500.0,B,1,129,127,77
U75AAE6,332,1767.4300000000205,276,56,152693.82000000007,154461.24999999994,20000.0,A,1,98,104,130
U9C67B5,332,-24303.200000000077,280,52,1295691.3,1271388.1,630625.0,A,1,121,80,131
U71E6B2,332,890.3500000000017,306,26,62769.75000000001,63660.10000000001,8541.1,A,1,76,61,195
U539B64,331,2127.7899999999654,301,30,147837.26,149965.05000000002,30000.0,A,1,122,97,112
U840D14,331,1856.5400000000054,309,22,47984.59000000001,49841.13,8999.86,A,1,116,116,99
UD3F0FA,331,-9934.470000000008,266,65,236142.29999999987,226207.83,10000.0,A,1,95,103,133
UE3CF07,330,911.8599999999408,305,25,960563.64,961475.5,200000.0,A,1,86,113,131
UEDA706,330,-5269.260000000003,215,115,123132.20000000006,117862.94,6200.0,A,1,96,120,114
U0EF7F4,329,-8193.599999999999,293,36,46856.45999999999,38662.86,6000.0,A,1,47,125,157
UC1140F,329,-96541.19999999998,287,42,1055560.5300000005,959019.33,240000.0,A,1,104,126,99
U610B0A,329,427.6900000000034,304,25,35378.36,35806.05,6883.6,B,1,102,100,127
UDD7C92,328,-564.6199999999999,301,27,29585.05000000001,29020.43000000001,6826.29,A,1,94,84,150
U48FFD7,328,-1530.4199999999923,154,174,61765.61,60235.19000000002,10000.0,A,2,135,97,96
U57345E,328,1544.8000000000063,228,100,151158.28,152703.08000000002,18752.0,A,1,113,105,110
U83F64D,328,1308.870000000001,251,77,147477.74000000002,148786.61,17117.42,A,1,108,99,121
U6D37F9,328,8061.290000000003,240,88,354881.81000000006,362943.1000000001,50000.0,A,1,137,93,98
U864FBA,327,12276.210000000005,303,24,323289.44,335565.65,70000.0,B,1,99,120,108
U6496FE,326,11230.109999999666,240,86,491589.61000000045,502819.72,26090.0,A,1,87,83,156
UD12184,326,-121645.55999999994,211,115,850058.04,728412.4799999999,26000.0,A,1,142,52,132
U4A9867,325,-2400.439999999998,286,39,32371.470000000016,29971.03,10000.0,A,1,100,141,84
U269A35,325,-1003.4100000000017,320,5,16659.88,15656.47,9149.21,B,1,97,137,91
UD7990F,324,-1012.8200000000087,273,51,241665.12,240652.3,26600.25,A,1,96,143,85
UD45413,324,-46020.19999999991,228,96,1111202.7500000005,1065182.55,100000.0,A,1,124,55,145
U7EAA2B,323,17.590000000003787,198,125,95022.42,95040.01,4700.0,A,1,134,156,33
U2CD6EF,323,-6486.319999999994,268,55,87508.32999999999,81022.01000000002,10000.0,B,1,115,52,156
U4BFE71,323,-374.38999999995576,262,61,1541558.6500000004,1541184.2600000002,700000.0,A,1,112,104,107
U05FF30,323,-15.940000000002327,164,159,358244.83,358228.89,20000.0,A,2,87,124,112
UDE726E,322,11630.329999999993,251,71,251636.47999999995,263266.81,20000.0,A,1,108,92,122
U6FE9E1,322,7149.800000000002,244,78,321371.1100000001,328520.91000000003,50000.0,B,1,109,107,106
UB5B083,322,47512.67,280,42,46308.63,93821.3,46666.7,B,1,102,107,113
UAFB882,321,86392.29999999999,304,17,9577.65,95969.95,50000.0,B,1,107,91,123
U43E779,321,-718.4500000000473,302,19,151493.21,150774.75999999998,47000.0,A,1,101,117,103
UE8E02C,321,-333.59999999999815,188,133,165396.59999999995,165062.99999999994,5300.0,A,3,154,165,2
U4D4A3C,321,-380.97,285,36,7947.43,7566.46,1000.0,A,1,128,83,110
U11FF05,321,2721.819999999996,189,132,96275.7,98997.51999999996,8943.3,A,1,119,74,128
UCCE1E6,321,-6734.050000000001,204,117,110436.18,103702.13,7250.0,A,1,117,84,120
UEC4DE6,321,-5279.169999999998,309,12,16676.100000000002,11396.93,5663.8,B,1,115,69,137
U9D1D08,320,-21688.16,311,9,51551.62000000003,29863.460000000006,10602.31,B,1,115,106,99
UDC8F13,320,2191.9900000000007,299,21,10622.900000000009,12814.89,3452.55,A,1,109,111,100
U45B9B2,320,-1029.2600000000032,301,19,56250.37000000002,55221.11000000001,14550.0,A,1,80,91,149
U61A76A,320,-30836.709999999992,305,15,61642.62,30805.91,6000.0,B,1,83,123,114
U2A825C,319,286.46000000002095,274,45,313682.62999999995,313969.09,200000.0,A,1,110,96,113
UF17675,319,-391.7600000000004,286,33,15993.960000000005,15602.2,3000.0,A,1,118,99,102
U14FF14,319,84.03000000000347,307,12,14707.27,14791.3,5200.0,A,1,108,98,113
UEF2757,319,205.11000000000604,271,48,47648.37,47853.48,4475.25,A,1,97,103,119
U7972A9,318,-99.23000000000185,203,115,182673.34,182574.11,40000.0,A,1,156,63,99
UA1A96F,318,2069.820000000001,299,19,47569.08999999999,49638.91,9113.85,B,1,155,73,90
U90A9D6,317,13271.330000000005,255,62,228442.5,241713.8300000001,35000.0,B,1,121,116,80
U5DB775,317,23285.19000000001,270,47,530949.4400000001,554234.63,100000.0,B,1,111,96,110
UD4E403,317,-2128.28,304,13,9156.28,7028.0,1772.73,B,1,115,89,113
U116F52,317,3813.6000000000063,246,71,70681.19,74494.79000000001,8914.0,A,1,80,111,126
U6ECD77,316,-4105.49,244,72,104993.87,100888.38000000002,14243.76,A,1,117,114,85
U3B3236,316,2150.2199999999984,297,19,40235.180000000015,42385.4,19790.0,A,1,129,103,84
U4C6E93,316,593.8399999999949,291,25,28973.439999999995,29567.28,8880.82,A,1,77,156,83
U5BAB2A,316,-93577.21000000004,292,24,370238.91,276661.7,50000.0,B,1,105,94,117
UEABD49,315,-705.1899999999998,302,13,11270.660000000005,10565.47,3500.0,A,1,103,80,132
U0CB7E1,315,334.23999999983243,274,41,3103901.839999997,3104236.08,1778541.98,A,1,94,126,95
UE15C69,314,1465.8600000000015,295,19,12007.889999999996,13473.750000000002,4005.05,A,1,80,115,119
U0E9B02,313,16822.960000000006,283,30,2268994.39,2285817.35,590000.0,A,1,112,99,102
UBCF98C,313,-14575.580000000005,267,46,145846.98999999993,131271.41,40000.0,A,1,109,104,100
U1BD97C,313,-400.3900000000576,161,152,1598185.2400000002,1597784.8499999996,80000.0,A,1,100,93,120
U17F23A,313,-5436.129999999989,290,23,42081.79999999999,36645.67,7066.0,B,1,64,111,138
U915504,313,-2825.6099999999487,263,50,1654079.4899999998,1651253.88,150000.0,A,1,121,100,92
UF0DD4A,312,882.5000000000291,168,144,1045319.05,1046201.55,50000.0,A,1,84,102,126
U8531A3,312,146.27999999999736,214,98,97001.56,97147.84,16000.0,A,1,148,70,94
UD23E76,311,-1773.9199999999987,256,55,12774.449999999995,11000.53,3000.0,A,1,95,104,112
U82D2E8,311,-69422.49000000003,279,32,463054.68000000005,393632.19000000006,145410.0,A,1,141,74,96
UE7EB8C,310,3995.860000000008,273,37,78525.25999999997,82521.11999999997,20000.0,A,1,98,101,111
U78781D,310,-472.0300000000016,216,94,269049.54000000004,268577.51,42952.11,B,1,83,120,107
U7AF826,310,-395.0099999999911,281,29,280646.47999999986,280251.47,63049.31,A,1,145,77,88
U2F27D7,310,-7360.969999999998,284,26,34616.49,27255.520000000004,6600.0,B,1,69,101,140
U4B04C0,309,-6704.969999999993,266,43,66375.15,59670.18,16254.0,B,1,116,117,76
UE4EA69,309,12674.479999999996,290,19,154526.91999999998,167201.4,50000.0,A,1,97,107,105
UFA3C61,309,444964.58,285,24,149708.07000000007,594672.65,430000.0,A,1,115,94,100
U0F0548,309,1490.6500000000028,254,55,33706.3,35196.95,17700.0,B,1,130,95,84
UBD19C7,309,-173124.31999999992,293,16,392802.79999999993,219678.48,50000.0,A,1,88,101,120
UA4713F,309,9326.68999999999,280,29,191647.26,200973.95,75000.0,B,1,101,112,96
UDDA1E4,309,-2266.609999999995,206,103,2110464.62,2108198.01,250000.0,B,1,90,120,99
U53AE8F,308,4891.999999999995,302,6,27053.96000000001,31945.96,13691.12,A,1,108,110,90
UB4311F,308,-27078.39999999999,296,12,82578.85,55500.45,13000.0,B,1,92,105,111
U49D5B9,308,-11980.619999999966,228,80,735314.75,723334.13,91639.35,A,1,80,78,150
UAEBFA2,308,26294.589999999997,299,9,22933.080000000005,49227.67000000001,19822.59,A,1,83,101,124
UDE284B,307,-31812.079999999994,271,36,1540214.750000001,1508402.6699999997,440000.0,A,1,166,38,103
U3B3DDA,307,-22657.9,293,14,63347.10999999999,40689.21,15000.0,A,1,75,113,119
U04ADA3,306,2333.82,298,8,125581.86000000002,127915.68,53498.0,B,1,118,89,99
UC0A624,306,19088.25,259,47,85339.09,104427.34,14000.0,B,1,105,106,95
UA7D199,306,-25885.31000000005,241,65,63248.54000000002,37363.23000000002,8000.0,B,1,103,106,97
U225639,306,4185.72,265,41,88189.98000000003,92375.69999999998,17000.0,B,1,115,91,100
U0619C1,305,-6167.0100000001585,280,25,776205.0000000003,770037.99,640000.0,A,1,83,87,135
UCF60F2,304,1128.5100000000007,225,79,71322.63999999997,72451.15000000001,5500.0,A,1,97,96,111
U29E0B4,304,-3514.210000000002,204,100,60727.51,57213.30000000001,9997.52,A,1,111,71,122
UDD2716,304,-18309.240000000013,228,76,792283.05,773973.8099999998,54930.0,A,1,76,119,109
UCCE2FF,304,574.9700000000003,298,6,8821.999999999996,9396.97,4697.28,A,1,73,103,128
U9CA569,304,42680.43999999999,279,25,196068.06999999983,238748.51000000004,100000.0,A,1,79,108,117
U8A7EAF,304,32681.03,250,54,1309266.58,1341947.61,190000.0,A,1,96,115,93
UEC4EFB,303,-394099.28,261,42,729616.95,335517.66999999987,100000.0,A,1,130,77,96
UC4C5D0,303,4358.10999999999,280,23,43633.62000000002,47991.73000000001,26235.76,A,1,73,121,109
U98B7D5,303,27758.64999999999,282,21,145790.25,173548.90000000002,50000.0,A,1,96,101,106
U5B4CC2,302,-5196.820000000003,177,125,583739.42,578542.6000000001,14898.0,A,1,133,84,85
UDD9E36,302,-33478.539999999986,161,141,277075.98,243597.44,20000.0,A,2,135,88,79
U499501,301,30062.530000000028,246,55,140097.48999999993,170160.02000000002,24884.2,A,1,121,83,97
U7CF6C8,301,28064.340000000044,186,115,1463142.6999999997,1491207.04,50000.0,A,1,100,81,120
U52CE62,301,-127761.9700000001,268,33,275771.6299999995,148009.65999999995,50338.07,B,1,95,115,91
U10FFCC,301,-20647.759999999995,189,112,644090.2799999996,623442.5199999998,26422.42,A,1,124,68,109
UF82F1D,301,4419.25,266,35,159355.27000000002,163774.52000000002,100000.0,B,1,95,117,89
U1AD587,301,206.359999999995,292,9,19321.51,19527.87,10622.86,B,1,106,104,91
UFFF441,301,0.9499999999898135,205,96,245630.6,245631.55,30000.0,A,1,86,157,58
U6CCF4E,301,22898.2,278,23,42689.82,65588.01999999999,22889.09,B,1,103,87,111
U44F356,300,902.1000000000032,287,13,34108.79,35010.89,10000.0,A,1,95,97,108
UBE165A,300,114380.04999999994,259,41,1734756.11,1849136.16,300000.0,A,1,76,118,106
UFFDFA1,299,1856.340000000013,249,50,340951.42000000144,342807.7600000001,30000.0,B,1,83,122,94
U0D9761,299,-40896.36999999994,266,33,1063636.08,1022739.71,50000.0,A,1,93,97,109
U3A17AF,299,-229.13000000000648,292,7,24790.82000000001,24561.69,10000.0,B,1,92,105,102
U4BB11E,299,-125.36000000001049,272,27,27848.840000000084,27723.48,5812.13,A,1,84,103,112
U8CA173,299,-6.839999999989233,151,148,1304204.39,1304197.5499999996,42695.0,A,2,104,101,94
U9D1A53,299,-2059.8100000000118,296,3,27277.24000000001,25217.43,12569.99,B,1,73,108,118
U1B9BB2,299,-3098.360000000008,271,28,70763.07000000004,67664.70999999999,15086.64,A,1,121,85,93
U6D786C,299,24980.48,278,21,69623.79000000001,94604.27,14000.0,A,1,76,106,117
U25C489,299,15685.299999999961,145,154,499140.74999999994,514826.04999999993,40454.99,A,2,75,106,118
U77FABA,298,49342.84999999995,251,47,1299453.7900000005,1348796.64,200000.0,A,1,85,114,99
UD3C14C,298,220673.5099999997,285,13,297548.94000000024,518222.45000000007,500000.0,A,1,88,103,107
U2BE5AF,298,-8071.989999999897,248,50,992167.41,984095.42,800000.0,B,1,111,91,96
UCC35E4,298,8506.260000000007,276,22,30940.290000000008,39446.55,10000.0,A,1,76,93,129
UBE87EA,297,-110041.33,247,50,1128430.89,1018389.5600000002,100000.0,B,1,86,87,124
U805F64,297,65414.42000000004,270,27,310953.6300000001,376368.0500000001,200000.0,A,1,80,90,127
U900871,296,-356257.7800000001,173,123,2203558.8,1847301.02,70000.0,A,1,65,112,119
UD91AB4,296,389.6599999999994,158,138,31359.439999999984,31749.1,2000.0,A,1,99,74,123
U026E9F,296,-188609.27,278,18,290530.99,101921.72,48300.0,A,1,117,86,93
U0E76EF,296,-1816.5600000000024,256,40,48535.770000000055,46719.21000000002,5000.0,B,1,103,110,83
U122530,296,-10627.299999999994,282,14,57737.81000000001,47110.51,13525.31,A,1,133,99,64
UF56BCB,296,-1965.4100000000005,281,15,40448.12,38482.71,12370.19,A,1,104,69,123
U646A86,294,3686.459999999996,281,13,25636.959999999992,29323.42,19000.0,B,1,80,104,110
U0CE1E3,294,-483.10999999999916,276,18,13385.889999999998,12902.78,1985.99,A,1,94,90,110
UB439F7,294,3183.7299999999987,267,27,70021.77,73205.5,10000.0,A,1,78,130,86
U5FCCEB,294,-1127.6699999999778,216,78,711369.6599999998,710241.9899999999,50000.0,A,1,119,96,79
U1287F8,293,-667.0699999999979,289,4,35291.219999999994,34624.15,20000.0,B,1,98,88,107
UACAA14,293,-1446.6299999999758,267,26,233888.31,232441.68,135000.0,A,1,85,95,113
UDD054F,293,20167.120000000006,242,51,465799.3200000003,485966.44,50000.0,B,1,70,150,73
UC9D610,293,-3072.109999999988,271,22,56237.879999999954,53165.76999999999,16000.0,B,1,86,91,116
U843B55,293,-3165.4200000000014,269,24,21882.790000000008,18717.370000000006,3200.0,B,1,69,99,125
UEF3E53,292,-2250.4399999999896,211,81,732759.4,730508.9600000002,150000.0,B,1,122,82,88
U01A475,292,17735.98,278,14,14306.009999999993,32041.99,9990.0,A,1,82,99,111
U34C5A9,292,-48261.86000000004,200,92,564263.2599999999,516001.4,41000.0,A,1,116,79,97
UF87920,292,-19629.35,244,48,654834.7899999998,635205.44,50000.0,A,1,79,87,126
U90EC36,291,47271.22000000003,269,22,168909.01999999993,216180.24000000005,150000.0,B,1,103,103,85
U338E1A,290,18538.56999999994,258,32,120638.41,139176.97999999998,30000.0,A,1,102,67,121
U169828,290,-45734.45999999999,156,134,1436509.53,1390775.07,50000.0,A,3,100,91,99
U8C9D8C,290,2340.630000000012,232,58,109825.38000000002,112166.01,14950.0,A,1,82,94,114
U8DF817,290,25761.22000000003,146,144,1015705.23,1041466.45,45000.0,A,3,108,96,86
UED1BA5,290,27615.709999999985,268,22,161565.30999999994,189181.02,38111.0,A,1,61,130,99
UB86F60,289,5400.250000000002,261,28,270544.5600000001,275944.81,70521.77,B,1,86,100,103
U272956,289,-2245.490000000005,155,134,933175.74,930930.2499999999,47865.0,A,2,72,121,96
U523F99,289,-1021027.33,254,35,2467897.6700000004,1446870.34,300000.0,B,1,87,118,84
UBEA26C,289,-6523.8199999999915,229,60,281642.24,275118.42000000004,136514.51,A,1,126,86,77
U066B3A,289,-68.92999999999985,282,7,13063.379999999996,12994.45,6553.61,A,1,88,115,86
U461EB1,289,-32143.77999999997,269,20,304223.4899999997,272079.71,118000.0,B,1,108,89,92
U267ABF,289,400.10999999999854,206,83,166034.10000000006,166434.21000000005,10000.54,B,1,109,113,67
U7FD91B,289,-9684.489999999996,253,36,235393.34999999995,225708.86,24590.0,A,1,71,96,122
UA52238,289,-1332.2100000000034,264,25,66755.62000000001,65423.41,26137.99,B,1,111,69,109
U10C9B0,288,-395.7799999999952,166,122,167967.06,167571.28000000006,10947.87,A,1,86,106,96
